longTermAdminCd,longTermAdminNm,adminPttnName,ratingCd,siDoName,siGunGuName,ratingDate,ratingGrade,opRating,safeRating,rightRating,processRating,resultRating
14831000010,노인요양원 솔향,노인요양시설,2018년 정기평가,경상남도,거제시,2018-08-20,A,93,94,100,100,82
14831000024,노인요양원 정원,노인요양시설,2018년 정기평가,경상남도,거제시,2018-08-20,B,95,97,63,86,87
14831000044,거제실버웰 노인요양센터,노인요양시설,2018년 정기평가,경상남도,거제시,2018-06-11,B,80,83,77,83,84
14831000049,선인노인요양원,노인요양시설,2018년 정기평가,경상남도,거제시,2018-08-21,C,96,92,59,67,82
14831000040,파랑포안나의집,노인요양시설,2018년 정기평가,경상남도,거제시,2018-10-02,B,86,86,77,88,97
14833000007,통도사자비원전문요양시설,노인요양시설,2018년 정기평가,경상남도,양산시,2018-06-14,A,93,97,95,100,80
14833000011,통도사자비원요양시설,노인요양시설,2018년 정기평가,경상남도,양산시,2018-06-14,B,96,100,63,89,82
14833000009,성요셉노인전문요양원,노인요양시설,2018년 정기평가,경상남도,양산시,2018-07-18,B,93,89,63,92,97
14833000010,성요셉노인요양원,노인요양시설,2018년 정기평가,경상남도,양산시,2018-07-18,A,88,97,90,100,92
14833000110,원정노인전문요양원,노인요양시설,2018년 정기평가,경상남도,양산시,2018-03-19,E,48,77,34,46,79
14833000005,감사의 집,노인요양시설,2018년 정기평가,경상남도,양산시,2018-08-23,A,93,100,100,94,78
14833000006,양산요양원,노인요양시설,2018년 정기평가,경상남도,양산시,2018-06-12,C,85,87,59,80,90
14833000117,주남 행복한 어르신의 집,노인요양시설,2018년 정기평가,경상남도,양산시,2018-07-27,E,65,81,40,57,81
14833000031,성요셉소규모노인종합센터,노인요양시설,2018년 정기평가,경상남도,양산시,2018-07-18,B,91,92,63,91,87
14833000125,굿모닝요양원,노인요양시설,2018년 정기평가,경상남도,양산시,2018-07-26,B,70,89,63,97,89
14833000098,안심노인건강센터,노인요양시설,2018년 정기평가,경상남도,양산시,2018-05-29,D,75,87,47,61,95
14833000111,웅상어르신센터,노인요양시설,2018년 정기평가,경상남도,양산시,2018-08-27,D,67,83,52,57,93
14833000109,심청실버홈,노인요양공동생활가정,2018년 정기평가,경상남도,양산시,2018-07-19,E,50,72,40,40,70
14833000124,효성의집,노인요양공동생활가정,2018년 정기평가,경상남도,양산시,2018-08-23,E,66,75,40,60,70
14833000074,성모요양의집,노인요양공동생활가정,2018년 정기평가,경상남도,양산시,2018-09-07,E,3,50,27,10,90
14872000001,의령요양원,노인요양시설,2018년 정기평가,경상남도,의령군,2018-07-23,B,95,97,77,83,97
14872000045,일붕효누리요양원,노인요양시설,2018년 정기평가,경상남도,의령군,2018-03-28,C,78,89,86,64,85
14872000048,혜림요양원,노인요양시설,2018년 정기평가,경상남도,의령군,2018-03-28,E,51,65,45,31,74
14873000003,새길동산,노인요양시설,2018년 정기평가,경상남도,함안군,2018-08-07,B,98,95,63,100,89
14873000029,새길동산 신관,노인요양시설,2018년 정기평가,경상남도,함안군,2018-08-07,A,83,97,90,92,88
14873000049,아름다운동산,노인요양시설,2018년 정기평가,경상남도,함안군,2018-03-08,C,76,90,68,73,75
14873000009,사마리아집,노인요양시설,2018년 정기평가,경상남도,함안군,2018-09-13,C,93,98,59,57,84
14873000037,함안송케어노인전문요양원,노인요양시설,2018년 정기평가,경상남도,함안군,2018-08-07,E,58,87,52,33,69
14873000012,가나안복지센터,노인요양공동생활가정,2018년 정기평가,경상남도,함안군,2018-03-21,E,66,80,31,76,89
14873000072,건강한부모님집,노인요양시설,2018년 정기평가,경상남도,함안군,2018-08-08,E,26,47,40,41,90
14873000045,정다운집소규모노인요양센터,노인요양시설,2018년 정기평가,경상남도,함안군,2018-09-17,C,60,92,56,83,74
14873000054,대산노인요양원,노인요양시설,2018년 정기평가,경상남도,함안군,2018-05-24,D,75,93,70,67,61
14873000007,함안 안나의 집,노인요양공동생활가정,2018년 정기평가,경상남도,함안군,2018-05-03,B,100,92,90,77,87
14873000059,옹달샘 노인요양공동생활가정,노인요양공동생활가정,2018년 정기평가,경상남도,함안군,2018-04-13,E,23,49,38,49,91
14884000002,화방동산,노인요양시설,2018년 정기평가,경상남도,남해군,2018-10-01,D,58,88,52,59,97
14884000001,남해요양원,노인요양시설,2018년 정기평가,경상남도,남해군,2018-05-23,C,80,75,59,67,77
14884000015,남해창선노인전문요양원,노인요양시설,2018년 정기평가,경상남도,남해군,2018-07-04,C,90,94,56,82,77
14885000019,한사랑요양원,노인요양시설,2018년 정기평가,경상남도,하동군,2018-05-02,A,93,95,95,83,94
14885000038,대한노인요양원,노인요양시설,2018년 정기평가,경상남도,하동군,2018-04-12,A,90,90,100,94,93
14885000002,하동요양원,노인요양시설,2018년 정기평가,경상남도,하동군,2018-07-23,A,93,92,100,90,90
14885000001,사회복지법인 자혜복지재단 노량실버타운,노인요양시설,2018년 정기평가,경상남도,하동군,2018-05-24,B,73,82,77,80,89
14885000052,해맑은 요양원,노인요양공동생활가정,2018년 정기평가,경상남도,하동군,2018-07-23,E,48,75,40,52,80
14887000003,이레소망의집,노인요양시설,2018년 정기평가,경상남도,함양군,2018-04-18,C,80,89,63,79,73
14887000004,오봉산무지개마을,노인요양시설,2018년 정기평가,경상남도,함양군,2018-08-13,D,40,89,54,44,88
14887000005,함양은혜의집,노인요양시설,2018년 정기평가,경상남도,함양군,2018-08-14,D,53,80,40,54,97
14887000001,지리산노인요양원,노인요양시설,2018년 정기평가,경상남도,함양군,2018-08-14,E,13,48,27,14,72
14887000035,다볕골노인요양원,노인요양시설,2018년 정기평가,경상남도,함양군,2018-07-31,D,58,73,47,59,80
14887000038,상림노인요양원,노인요양시설,2018년 정기평가,경상남도,함양군,2018-08-13,D,65,82,45,58,87
14887000034,연꽃노인요양원,노인요양시설,2018년 정기평가,경상남도,함양군,2018-09-05,A,71,93,77,99,97
14887000048,세진요양원,노인요양시설,2018년 정기평가,경상남도,함양군,2018-07-31,A,88,100,90,91,93
14888000034,아림노인요양원,노인요양시설,2018년 정기평가,경상남도,거창군,2018-05-23,D,46,91,40,55,86
14888000002,거창노인전문요양원,노인요양시설,2018년 정기평가,경상남도,거창군,2018-09-04,D,66,90,45,67,88
14888000054,복민노인요양원,노인요양시설,2018년 정기평가,경상남도,거창군,2018-09-04,C,76,87,56,57,90
14888000033,에덴실버요양원,노인요양시설,2018년 정기평가,경상남도,거창군,2018-04-18,A,91,86,100,89,95
14888000042,엘림의 집,노인요양시설,2018년 정기평가,경상남도,거창군,2018-04-18,E,50,62,34,69,91
14888000027,성은실버타운,노인요양시설,2018년 정기평가,경상남도,거창군,2018-10-01,C,76,93,59,95,90
14888000045,인애노인요양원,노인요양시설,2018년 정기평가,경상남도,거창군,2018-09-04,A,85,92,93,100,73
14888000015,베푸는 공동체,노인요양시설,2018년 정기평가,경상남도,거창군,2018-07-31,E,35,79,34,45,78
14889000009,합천노인전문요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-10-12,B,95,95,63,78,82
14889000066,미타노인요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-09-05,B,75,92,72,90,94
14889000010,광명노인요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-09-05,D,55,73,54,58,80
14889000068,에벤에셀노인요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-10-04,C,78,86,59,70,77
14889000008,합천군립노인전문요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-04-18,E,68,80,34,28,79
14889000027,노블하임노인전문요양원,노인요양시설,2018년 정기평가,경상남도,합천군,2018-07-30,C,75,89,56,75,82
14812000305,성미카엘 노인 요양센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-06-28,E,55,76,40,46,80
14812000290,참사랑노인요양원,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-08-30,E,30,85,34,41,89
14811000005,동진노인복지센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-03-15,B,91,89,81,89,84
14811000006,주남요양센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-06-15,C,81,71,59,75,81
14811000017,창원성심노인전문요양원,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-08-28,A,90,92,81,100,92
14811000007,수산자비선원 부설 자비마을,노인요양공동생활가정,2018년 정기평가,경상남도,창원시 의창구,2018-09-11,E,42,54,34,20,77
14811000023,아름다운요양원,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-07-05,B,83,77,81,83,94
14811000016,창원성심요양원,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-08-28,C,75,95,63,69,97
14812000244,영호노인복지센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-10-11,C,80,89,59,81,97
14812000197,소답노인요양센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-03-28,B,86,80,100,84,82
14811000133,다솜창원노인복지센터,노인요양시설,2018년 정기평가,경상남도,창원시 의창구,2018-06-14,E,75,75,40,30,70
14812000153,온새미로요양원,노인요양공동생활가정,2018년 정기평가,경상남도,창원시 의창구,2018-08-09,E,78,68,38,69,84
14811000081,그린힐 치매전문요양센터,노인요양공동생활가정,2018년 정기평가,경상남도,창원시 의창구,2018-08-29,B,80,89,63,98,97
14811000037,창원소규모요양시설(가형),노인요양시설,2018년 정기평가,경상남도,창원시 성산구,2018-06-29,D,80,74,40,65,86
14824000059,사천행복요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-05-03,A,98,100,81,88,84
14824000047,삼천포요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-23,C,78,92,52,72,89
14824000060,부모님의 집,노인요양시설,2018년 정기평가,경상남도,사천시,2018-09-11,C,65,92,52,69,89
14824000063,사천건양요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-04-12,C,71,91,75,89,94
14824000087,양지실버원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-04-19,B,93,98,100,100,69
14824000116,완사노인요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-04,B,81,90,100,76,83
14824000002,사천실버요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-24,D,50,87,40,64,84
14824000004,사천노인전문요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-05-02,E,30,88,52,58,69
14824000068,한마음노인요양센터,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-04,D,80,91,40,68,89
14824000089,사천솔밭요양원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-24,A,95,100,75,89,94
14824000062,주사랑노인요양센터,노인요양시설,2018년 정기평가,경상남도,사천시,2018-07-24,C,65,92,63,81,90
14824000082,참사랑노인요양센터,노인요양시설,2018년 정기평가,경상남도,사천시,2018-08-08,C,76,89,59,57,90
14824000091,성남두레복지원,노인요양시설,2018년 정기평가,경상남도,사천시,2018-06-15,A,93,97,90,94,94
14827000001,밀양시립노인요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-06-14,D,60,91,47,58,90
14827000108,우리들요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-03,C,90,94,59,59,97
14827000090,소망요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-08-27,B,73,90,63,81,90
14827000102,참조은노인요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-08-27,E,61,70,40,41,85
14827000008,덕인노인전문요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-25,D,60,80,81,72,87
14827000099,노인요양시설 효심마을,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-19,C,63,90,59,77,85
14827000002,우리들노인전문요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-03,C,80,83,59,64,89
14827000103,천명사자비원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-19,E,38,56,34,37,93
14827000116,기쁨요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-03-07,A,81,95,90,94,88
14827000097,명성노인요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-08-27,A,76,98,81,97,83
14827000120,한가족 노인요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-04-13,E,45,77,59,48,91
14827000145,단비요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-07-26,D,70,73,50,47,84
14827000125,행복한 너싱홈 노인요양원,노인요양시설,2018년 정기평가,경상남도,밀양시,2018-08-22,D,66,79,47,73,88
14827000023,섬김의 집,노인요양공동생활가정,2018년 정기평가,경상남도,밀양시,2018-08-23,E,60,62,34,36,73
14827000136,호밥이네 노인요양원,노인요양공동생활가정,2018년 정기평가,경상남도,밀양시,2018-03-26,E,35,49,43,30,89
14827000138,사랑요양원,노인요양공동생활가정,2018년 정기평가,경상남도,밀양시,2018-08-06,C,76,76,86,68,97
14874000006,나자렛소규모요양센터,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-03-07,C,60,64,77,71,95
14874000063,창녕군노인전문요양원,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-03-07,A,96,100,86,94,97
14874000057,시온요양원,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-04-04,E,58,77,70,55,81
14874000055,부곡온천요양원,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-03-07,C,66,95,59,58,97
14874000053,반야노블카운티,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-08-06,C,56,87,63,61,94
14874000003,창녕군새누리노인종합센터,노인요양시설,2018년 정기평가,경상남도,창녕군,2018-06-12,D,73,74,59,81,82
12729000180,예수마을노인요양원,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-04-03,B,80,95,95,89,87
12729000212,경북실버타운,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-04-10,D,60,71,79,57,63
12729000252,상록수 실버타운,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-03-21,A,98,100,100,100,87
12729000024,대구샘노인요양센터,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-03-29,A,96,100,81,91,88
12729000040,시온요양원,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-07-26,A,98,100,90,82,87
12729000261,성당효요양원,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-09-04,B,88,98,90,81,82
12729000096,굿실버요양원,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-08-03,C,56,96,81,71,82
12729000250,성서요양원,노인요양시설,2018년 정기평가,대구광역시,달서구,2018-09-03,E,46,64,45,36,80
12729000337,굿모닝효노인공동생활가정,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-09-11,C,75,87,59,88,88
12729000238,은혜실버홈,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-04-10,B,85,95,81,71,73
12729000221,가림노인요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-09-21,B,85,82,84,92,81
12729000197,그린종합복지센터,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-04-03,C,75,90,90,62,85
12729000320,종려요양공동생활가정,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-09-12,D,67,77,63,44,69
12729000367,다은실버타운,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-07-25,E,28,71,40,41,90
12729000214,신세계실버홈,노인요양공동생활가정,2018년 정기평가,대구광역시,달서구,2018-04-20,C,67,89,54,77,68
12711000113,닥터김노인요양센터,노인요양시설,2018년 정기평가,대구광역시,중구,2018-04-24,B,91,84,81,91,84
12711000132,보람요양원,노인요양시설,2018년 정기평가,대구광역시,중구,2018-10-26,C,80,87,77,82,77
12711000091,문성요양복지센터,노인요양공동생활가정,2018년 정기평가,대구광역시,중구,2018-07-10,A,89,96,86,94,97
12711000079,남산요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,중구,2018-09-06,E,39,81,47,58,90
12717000144,서대구실버하우스,노인요양시설,2018년 정기평가,대구광역시,서구,2018-04-11,A,95,100,90,89,78
12717000250,한신노인요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-04-06,B,65,98,86,76,84
12717000150,참사랑노인요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-08-29,B,83,95,90,75,92
12717000003,보은노인전문요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-03-14,B,83,95,77,89,75
12717000004,혜민노인요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-03-14,B,81,98,95,74,87
12717000032,예람요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-03-09,A,93,100,100,97,84
12717000001,참사랑실버요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-10-05,B,75,95,95,86,79
12717000237,내고향노인요양원,노인요양시설,2018년 정기평가,대구광역시,서구,2018-07-06,B,83,81,100,82,87
12717000112,샬롬노인종합센터,노인요양시설,2018년 정기평가,대구광역시,서구,2018-10-19,D,80,81,63,52,83
12717000204,혜인요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-03-30,D,41,74,63,81,75
12717000206,혜인요양원3,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-03-30,E,35,81,54,65,80
12717000245,사랑마을노인요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-08-30,D,85,95,59,40,80
12717000227,대구실버요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-09-14,D,92,93,90,48,78
12717000242,그린노인요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-09-17,B,75,92,63,81,85
12717000254,간호박사요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-07-25,E,62,84,59,27,79
12717000255,간호박사요양센터1,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-07-25,D,58,85,59,60,84
12717000268,효성요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-08-16,E,21,76,47,53,81
12717000269,효성2요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-08-16,D,53,78,47,68,56
12717000283,한우리요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-05-02,D,71,68,59,61,76
12717000139,삼성요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-08-07,B,80,91,63,92,98
12717000140,삼성요양원2,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-08-07,C,66,91,63,76,87
12717000279,두레노인요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-06-15,D,92,74,40,47,78
12717000281,두레노인요양원3,노인요양공동생활가정,2018년 정기평가,대구광역시,서구,2018-06-15,D,67,82,54,50,65
12714000001,성덕실버타운,노인요양시설,2018년 정기평가,대구광역시,동구,2018-06-20,A,98,97,100,87,92
12714000051,진명고향마을,노인요양시설,2018년 정기평가,대구광역시,동구,2018-03-28,A,100,100,95,100,92
12714000169,팔공어르신요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-06-14,C,76,84,90,72,78
12714000011,진명해안실버타운,노인요양시설,2018년 정기평가,대구광역시,동구,2018-03-28,A,96,100,100,93,97
12714000183,진명실버타운,노인요양시설,2018년 정기평가,대구광역시,동구,2018-03-28,A,98,100,100,93,98
12714000318,진명실버홈,노인요양시설,2018년 정기평가,대구광역시,동구,2018-03-28,A,95,96,100,92,75
12714000008,마이홈노인전문요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-06-14,A,98,97,100,94,93
12714000295,푸른실버타운,노인요양시설,2018년 정기평가,대구광역시,동구,2018-09-04,C,90,89,59,81,94
12714000003,갓바위치매센터,노인요양시설,2018년 정기평가,대구광역시,동구,2018-07-17,A,98,98,100,89,74
12714000269,동화사 자비원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-06-29,B,88,85,90,82,83
12714000317,안심성봉요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-07-27,D,60,77,68,52,83
12714000312,신안사랑마을,노인요양시설,2018년 정기평가,대구광역시,동구,2018-09-20,A,96,95,95,84,97
12714000015,SOS프란치스카의집,노인요양시설,2018년 정기평가,대구광역시,동구,2018-04-18,A,86,95,100,88,97
12714000382,한사랑실버타운,노인요양시설,2018년 정기평가,대구광역시,동구,2018-09-21,D,66,80,86,54,83
12714000409,크로바중앙요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-08-31,B,83,92,90,73,82
12714000392,열경요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-06-07,B,80,93,77,84,72
12714000363,방촌요양복지센터,노인요양시설,2018년 정기평가,대구광역시,동구,2018-03-13,C,58,85,81,78,95
12714000400,금강전원실버요양원,노인요양시설,2018년 정기평가,대구광역시,동구,2018-04-23,D,57,74,40,60,81
12714000324,뉴도울노인요양센터1,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-04-06,E,60,71,40,47,85
12714000325,뉴도울노인요양센터2,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-04-06,E,37,69,45,41,93
12714000265,팔공어르신요양원 동촌센터,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-06-14,B,91,91,77,69,91
12714000385,효사랑요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-06-12,B,69,98,90,69,93
12714000386,효사랑요양원2,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-06-12,B,83,98,90,72,92
12714000174,선우요양복지센터(2),노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-03-15,A,92,96,100,94,80
12714000247,한마음요양원1,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-03-07,B,85,98,95,78,81
12714000249,한마음요양원2,노인요양공동생활가정,2018년 정기평가,대구광역시,동구,2018-03-07,B,78,98,95,78,66
12771000110,다사랑요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-06-21,B,80,95,63,88,68
12771000070,늘푸른실버타운,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-10-18,B,91,95,63,79,79
12771000062,한패밀리요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-04-06,A,93,92,79,99,70
12771000094,에덴동산,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-10-11,D,63,92,81,48,83
12771000002,신애요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-03-27,A,85,95,90,95,92
12771000042,소망요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-03-27,A,96,92,95,87,82
12771000086,대구보훈요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-04-26,A,100,100,100,95,94
12771000052,연광시니어타운,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-05-11,C,81,95,95,73,83
12771000007,행복한효경(노인요양시설),노인요양시설,2018년 정기평가,대구광역시,달성군,2018-10-24,B,80,94,100,69,96
12771000006,대구가톨릭요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-04-18,A,98,98,86,94,92
12771000116,마음다해실버타운,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-09-05,E,78,85,65,43,77
12771000057,비슬원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-06-01,B,76,100,100,81,82
12771000127,성심힐링노인요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-05-24,D,68,94,77,71,88
12771000139,서재요양원,노인요양시설,2018년 정기평가,대구광역시,달성군,2018-10-16,B,85,90,95,78,82
12771000077,마실노인복지센터,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-03-06,C,67,76,95,75,80
12771000091,솔비 효 요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-03-09,C,51,95,77,78,63
12771000130,다사효실버타운,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-05-04,E,60,66,59,47,91
12771000103,효자실버타운A,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-08-03,C,64,89,59,68,72
12771000088,나오미노인센터,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-06-27,C,60,86,59,70,87
12771000102,나오미행복한집,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-06-27,D,58,86,40,79,74
12771000121,사랑마을 실버타운,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-04-17,C,58,86,54,62,92
12771000075,하늘과땅노인복지센터,노인요양공동생활가정,2018년 정기평가,대구광역시,달성군,2018-08-17,B,100,85,86,72,90
12720000090,온누리요양타운,노인요양시설,2018년 정기평가,대구광역시,남구,2018-08-29,D,86,76,72,52,74
12720000081,휴마나두류요양원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-09-14,D,86,86,65,73,95
12720000011,여래원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-08-07,B,85,97,81,80,85
12720000088,앞산고을요양센터,노인요양시설,2018년 정기평가,대구광역시,남구,2018-08-08,B,95,92,100,76,87
12720000160,가톨릭요양원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-06-12,A,83,97,90,94,70
12720000004,무량수전 노인전문요양원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-09-19,A,100,100,95,88,94
12720000175,대명요양센터,노인요양시설,2018년 정기평가,대구광역시,남구,2018-09-14,C,75,92,72,66,84
12720000099,봉덕 효 요양원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-04-13,E,36,87,40,75,79
12720000125,재활노인요양원,노인요양시설,2018년 정기평가,대구광역시,남구,2018-07-13,C,65,90,59,77,82
12720000052,만수요양원,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-09-28,D,44,82,54,59,85
12720000029,123노인요양공동생활가정,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-09-14,E,37,53,54,40,85
12720000174,효다함요양센터2,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-04-20,D,85,90,40,57,80
12720000106,고은손노인요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-07-11,B,85,92,100,86,90
12720000155,효다함요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-04-20,D,89,83,40,66,90
12720000142,명인요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-04-27,D,66,84,40,56,88
12720000135,남대구1요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-05-02,D,58,77,40,72,77
12720000137,남대구3요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-05-02,D,60,77,43,70,73
12720000138,남대구4요양센터,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-05-02,D,60,77,43,70,65
12720000100,예람실버홈,노인요양공동생활가정,2018년 정기평가,대구광역시,남구,2018-03-09,A,91,95,100,92,87
12723000107,효성실버타운,노인요양시설,2018년 정기평가,대구광역시,북구,2018-04-17,A,85,98,100,94,97
12723000329,파티마홈,노인요양시설,2018년 정기평가,대구광역시,북구,2018-03-29,A,91,98,95,91,72
12723000315,강북실버타운,노인요양시설,2018년 정기평가,대구광역시,북구,2018-06-26,C,70,93,63,70,95
12723000177,새볕실버빌,노인요양시설,2018년 정기평가,대구광역시,북구,2018-10-10,C,75,87,100,82,92
12723000018,복음실버타운,노인요양시설,2018년 정기평가,대구광역시,북구,2018-08-01,A,100,100,100,96,93
12723000215,호암요양원,노인요양시설,2018년 정기평가,대구광역시,북구,2018-08-29,D,48,90,40,69,83
12723000106,대경장기요양기관,노인요양시설,2018년 정기평가,대구광역시,북구,2018-07-19,B,91,92,100,78,85
12723000266,성림효사랑실버타운,노인요양시설,2018년 정기평가,대구광역시,북구,2018-10-23,C,81,84,77,66,83
12723000346,일심노인복지센터,노인요양시설,2018년 정기평가,대구광역시,북구,2018-03-13,C,56,81,81,72,69
12723000196,e-편한요양센터,노인요양시설,2018년 정기평가,대구광역시,북구,2018-04-13,E,35,90,77,72,83
12723000244,행복한백세요양원,노인요양시설,2018년 정기평가,대구광역시,북구,2018-08-29,C,65,95,68,75,87
